wind_speed,lower_wind_speed,upper_wind_speed,E33_power_lower,E44_power_lower,E48_power_lower,E53_power_lower,E70_power_lower,E82_power_lower,E33_power_upper,E44_power_upper,E48_power_upper,E53_power_upper,E70_power_upper,E82_power_upper,E33_power_output,E44_power_output,E48_power_output,E53_power_output,E70_power_output,E82_power_output,E33_efficiency,E44_efficiency,E48_efficiency,E53_efficiency,E70_efficiency,E82_efficiency
12.7475,12,13,320,710,750,780,1900,2000,335,790,790,810,2080,2050,331.2125,769.8,779.9,802.425,2034.55,2037.375,0.29794956,0.399026297,0.339692071,0.287754465,0.405023884,0.30406906
9.65875,9,10,196,340,405,480,892,1180,250,466,555,645,1223,1612,231.5725,423.0025,503.8125,588.69375,1110.04625,1464.58,0.478889484,0.504056049,0.504461136,0.485310101,0.508002239,0.502489099
11.16,11,12,292.8,600,671,744,1590,1890,320,710,750,780,1900,2000,297.152,617.6,683.64,749.76,1639.6,1907.6,0.398379668,0.47710435,0.44376846,0.400702788,0.486443779,0.424298065
10.46075,10,11,250,466,555,645,1223,1612,292.8,600,671,744,1590,1890,269.7201,527.7405,608.447,690.61425,1392.09525,1740.0885,0.439072194,0.495028984,0.479574227,0.448166869,0.501496389,0.469958153
7.906,7,8,92,156,191,228,400,532,138,238,284,336,626,815,133.676,230.292,275.258,325.848,604.756,788.398,0.504073775,0.50038824,0.502563647,0.489820899,0.504657909,0.493232181
10.09425,10,11,250,466,555,645,1223,1612,292.8,600,671,744,1590,1890,254.0339,478.6295,565.933,654.33075,1257.58975,1638.2015,0.460236012,0.49966159,0.496437294,0.472571844,0.504201517,0.492403885
10.275,10,11,250,466,555,645,1223,1612,292.8,600,671,744,1590,1890,261.77,502.85,586.9,672.225,1323.925,1688.45,0.44966126,0.497727499,0.488135248,0.460322125,0.50327484,0.481192704
11.85425,11,12,292.8,600,671,744,1590,1890,320,710,750,780,1900,2000,316.0356,693.9675,738.48575,774.753,1854.8175,1983.9675,0.353528844,0.44731716,0.399982899,0.345488584,0.459162347,0.368204107
10.2395,10,11,250,466,555,645,1223,1612,292.8,600,671,744,1590,1890,260.2506,498.093,582.782,668.7105,1310.8965,1678.581,0.451717151,0.498164597,0.489769154,0.462694751,0.503523195,0.483372983
13.26,13,14,335,790,790,810,2080,2050,335,850,810,810,2230,2050,335,805.6,795.2,810,2119,2050,0.26774744,0.371011659,0.307728238,0.258075708,0.374789757,0.271831392
12.42725,12,13,320,710,750,780,1900,2000,335,790,790,810,2080,2050,326.40875,744.18,767.09,792.8175,1976.905,2021.3625,0.316918637,0.416343282,0.360614152,0.30686037,0.424764314,0.325608265
12.4195,12,13,320,710,750,780,1900,2000,335,790,790,810,2080,2050,326.2925,743.56,766.78,792.585,1975.51,2020.975,0.317399215,0.416775668,0.361143657,0.30734503,0.425259697,0.326155665
8.0285,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,139.653,240.907,287.4485,340.104,633.581,825.4025,0.502872778,0.499855939,0.501162264,0.488203834,0.504877757,0.493104386
5.1195,5,6,30,53,66,77,127,174,55,96,120,141,240,321,32.9875,58.1385,72.453,84.648,140.5035,191.5665,0.458118524,0.465243006,0.48718654,0.468626389,0.431809138,0.441380603
3.28675,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,7.494725,12.731375,17.735,20.882,28.8965,41.34475,0.393338792,0.385011736,0.450663857,0.43688261,0.335608195,0.359995172
3.37275,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,8.242925,14.150375,19.455,22.946,32.1645,46.24675,0.400350143,0.39601731,0.457509728,0.444270235,0.345709791,0.372653398
2.37225,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.86125,3.85685,5.7225,6.467,7.956,11.1895,0.259797182,0.310205901,0.386746139,0.359843926,0.24575408,0.259122805
3.48075,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,9.182525,15.932375,21.615,25.538,36.2685,52.40275,0.405746438,0.405658609,0.462443091,0.449843106,0.354648745,0.384159789
2.46425,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.32125,4.46405,6.6425,7.571,9.428,13.2135,0.28905382,0.320312161,0.400496586,0.375830163,0.259808052,0.272985698
1.205,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.287,0.41,0.41,0.41,0.615,0,0.17612436,0.211419123,0.17406658,0.096629569,0.108665153
2.90875,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.54375,7.39775,11.0875,12.905,16.54,22.9925,0.344037934,0.322759575,0.406477017,0.389521561,0.277142828,0.288830683
3.29675,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,7.581725,12.896375,17.935,21.122,29.2765,41.91475,0.394294823,0.386463321,0.451611391,0.437894686,0.336936794,0.361647241
3.4915,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,9.27605,16.10975,21.83,25.796,36.677,53.0155,0.406104717,0.406397787,0.462742243,0.450203545,0.355340733,0.385072978
3.85625,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,12.449375,22.128125,29.125,34.55,50.5375,73.80625,0.404541515,0.414331302,0.458238886,0.447553738,0.363417251,0.397899979
3.1015,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,5.88305,9.67475,14.03,16.436,21.857,30.7855,0.36745002,0.348195431,0.424291045,0.409235648,0.302108207,0.319012115
4.541,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,22.5183,39.9185,50.394,59.099,94.411,131.772,0.448117792,0.457739489,0.485563325,0.468833146,0.415772174,0.43505579
3.92425,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,13.040975,23.250125,30.485,36.182,53.1215,77.68225,0.402115815,0.413098829,0.455132396,0.444749276,0.362483011,0.397400232
5.11425,5,6,30,53,66,77,127,174,55,96,120,141,240,321,32.85625,57.91275,72.1695,84.312,139.91025,190.79475,0.457702437,0.464865161,0.486776256,0.468205177,0.431311462,0.440957648
3.411,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,8.5757,14.7815,20.22,23.864,33.618,48.427,0.402657241,0.399918986,0.459682048,0.446674092,0.349312432,0.377240862
2.6955,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.4775,5.9903,8.955,10.346,13.128,18.301,0.330872157,0.328419728,0.412542915,0.392416398,0.276418998,0.288890415
2.588,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.94,5.2808,7.88,9.056,11.408,15.936,0.31605714,0.327118854,0.410161556,0.38809342,0.271396364,0.28422536
3.21125,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,6.837875,11.485625,16.225,19.07,26.0275,37.04125,0.384777703,0.372418249,0.442062733,0.427780538,0.324113732,0.345811636
2.83675,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.18375,6.92255,10.3675,12.041,15.388,21.4085,0.341518022,0.325612886,0.409762683,0.391824914,0.277975369,0.289934148
2.625,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.125,5.525,8.25,9.5,12,16.75,0.321938703,0.32797673,0.411516806,0.390147082,0.273577673,0.286288042
2.10775,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.53875,2.11115,3.0775,3.293,3.724,5.3705,0.107211428,0.242080869,0.296525685,0.261232447,0.163998436,0.177310211
2.58075,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.90375,5.23295,7.8075,8.969,11.292,15.7765,0.314798393,0.326894377,0.409822441,0.387613503,0.270907101,0.283758693
2.60425,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.02125,5.38805,8.0425,9.251,11.668,16.2935,0.318749665,0.32755352,0.41083232,0.389075016,0.272417956,0.285195512
2.41375,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.06875,4.13075,6.1375,6.965,8.62,12.1025,0.274120959,0.315392037,0.39376417,0.36790606,0.252765463,0.266056915
1.4955,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.6937,0.991,0.991,0.991,1.4865,0,0.222695333,0.26732277,0.220093433,0.122180453,0.137398497
0.82275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6385,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.8939,1.277,1.277,1.277,1.9155,0,0.218196748,0.261922683,0.215647408,0.119712331,0.134622961
1.07025,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.09835,0.1405,0.1405,0.1405,0.21075,0,0.086142471,0.103405149,0.085136011,0.047261548,0.053148155
1.10625,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.14875,0.2125,0.2125,0.2125,0.31875,0,0.117976578,0.14161871,0.116598178,0.064727139,0.072789153
0.868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.042,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,5.3654,8.693,12.84,15.008,19.596,27.394,0.355169421,0.331581829,0.411537055,0.396038925,0.287062941,0.300852859
2.2455,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.2275,3.0203,4.455,4.946,5.928,8.401,0.202019557,0.286424113,0.355001412,0.324494706,0.215901841,0.229386644
7.3625,7,8,92,156,191,228,400,532,138,238,284,336,626,815,108.675,185.725,224.7125,267.15,481.925,634.5875,0.507416771,0.499681322,0.508010699,0.497246731,0.497955875,0.491577403
5.788,5,6,30,53,66,77,127,174,55,96,120,141,240,321,49.7,86.884,108.552,127.432,216.044,289.836,0.47761935,0.481119448,0.505095865,0.488186329,0.459456046,0.462107568
6.25625,6,7,55,96,120,141,240,321,92,156,191,228,400,532,64.48125,111.375,138.19375,163.29375,281,375.06875,0.490684405,0.488364521,0.509175699,0.495358888,0.473207221,0.473527186
8.464,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,164.912,285.328,340.144,402.816,749.424,984.36,0.506799744,0.505261376,0.506124547,0.493483266,0.509668697,0.501883958
8.3785,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,159.953,276.607,329.7985,390.504,726.681,953.1525,0.506762722,0.504967023,0.505907834,0.493195774,0.509486066,0.501002497
7.63875,7,8,92,156,191,228,400,532,138,238,284,336,626,815,121.3825,208.3775,250.40375,296.985,544.3575,712.76625,0.507458206,0.501975598,0.506868718,0.494948835,0.503621948,0.494375065
8.51975,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,168.1455,291.0145,346.88975,410.844,764.2535,1004.70875,0.50665903,0.505280744,0.506095487,0.493502182,0.509617357,0.502268511
8.4445,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,163.781,283.339,337.7845,400.008,744.237,977.2425,0.506818886,0.505223112,0.506103625,0.493445893,0.509655559,0.501714724
8.929,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,191.882,332.758,396.409,469.776,873.114,1154.085,0.502269561,0.501901749,0.502408048,0.490201954,0.50576621,0.501193752
6.8385,6,7,55,96,120,141,240,321,92,156,191,228,400,532,86.0245,146.31,179.5335,213.9495,374.16,497.9235,0.501245741,0.491235935,0.506505884,0.496959965,0.48246091,0.481344918
7.39675,7,8,92,156,191,228,400,532,138,238,284,336,626,815,110.2505,188.5335,227.89775,270.849,489.6655,644.28025,0.507655199,0.500223835,0.5080878,0.49716105,0.498958027,0.492184937
6.5895,6,7,55,96,120,141,240,321,92,156,191,228,400,532,76.8115,131.37,161.8545,192.2865,334.32,445.3845,0.500241769,0.492989291,0.510374471,0.499210934,0.481828294,0.481231484
8.65275,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,175.8595,304.5805,362.98275,429.996,799.6315,1053.25375,0.505841502,0.504822031,0.50552783,0.493054162,0.508996451,0.502628218
7.39525,7,8,92,156,191,228,400,532,138,238,284,336,626,815,110.1815,188.4105,227.75825,270.687,489.3265,643.85575,0.507646261,0.500201736,0.508085835,0.497166091,0.49891606,0.492160006
7.53925,7,8,92,156,191,228,400,532,138,238,284,336,626,815,116.8055,200.2185,241.15025,286.239,521.8705,684.60775,0.507913728,0.501670359,0.507720657,0.496177485,0.502187204,0.493893941
8.345,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,158.01,273.19,325.745,385.68,717.77,940.925,0.506660027,0.504759438,0.505731827,0.492993027,0.509323374,0.500555578
8.9425,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,192.665,334.135,398.0425,471.72,876.705,1159.0125,0.502038557,0.501699647,0.502197041,0.490004564,0.505549826,0.501057531
8.622,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,174.076,301.444,359.262,425.568,791.452,1042.03,0.506087878,0.504988236,0.505718427,0.493216492,0.509199365,0.502611577
6.3835,6,7,55,96,120,141,240,321,92,156,191,228,400,532,69.1895,119.01,147.2285,174.3645,301.36,401.9185,0.495649527,0.491253367,0.51066589,0.497936729,0.477745216,0.477680738
8.56625,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,170.8425,295.7575,352.51625,417.54,776.6225,1021.68125,0.506447901,0.505198677,0.5059743,0.493422028,0.509477562,0.502480844
6.12525,6,7,55,96,120,141,240,321,92,156,191,228,400,532,59.63425,103.515,128.89275,151.89675,260.04,347.42775,0.48354333,0.483649232,0.506032702,0.490986676,0.466612134,0.467379186
4.8635,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,27.77505,49.10975,61.359,71.6765,117.3085,161.442,0.449903302,0.458373641,0.48123041,0.462831289,0.42050392,0.433856481
4.05275,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,14.559825,26.003375,33.7935,40.05725,59.74525,86.853,0.407584635,0.419448792,0.458041978,0.447017339,0.370118904,0.403377529
4.04475,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,14.429425,25.775375,33.5215,39.74525,59.17725,86.117,0.40633578,0.418242935,0.457056557,0.446172566,0.368779742,0.402337175
4.041,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,14.3683,25.6685,33.394,39.599,58.911,85.772,0.405741965,0.417669355,0.456586895,0.445769499,0.368143529,0.401841981
4.8345,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,27.30235,48.28325,60.373,70.5455,115.2495,158.774,0.450252806,0.458818028,0.482069455,0.463774968,0.42060234,0.4344112
5.4035,5,6,30,53,66,77,127,174,55,96,120,141,240,321,40.0875,70.3505,87.789,102.824,172.5955,233.3145,0.473472323,0.478784843,0.502037531,0.48412968,0.451119218,0.457185643
6.35125,6,7,55,96,120,141,240,321,92,156,191,228,400,532,67.99625,117.075,144.93875,171.55875,296.2,395.11375,0.494559365,0.490665153,0.510420888,0.497425369,0.476754453,0.476783086
6.67925,6,7,55,96,120,141,240,321,92,156,191,228,400,532,80.13225,136.755,168.22675,200.09475,348.68,464.32175,0.50111261,0.492786486,0.50937017,0.498821631,0.48253772,0.481739493
6.53325,6,7,55,96,120,141,240,321,92,156,191,228,400,532,74.73025,127.995,157.86075,187.39275,325.32,433.51575,0.499366835,0.492837614,0.510749419,0.499180526,0.4810722,0.480610627
5.1395,5,6,30,53,66,77,127,174,55,96,120,141,240,321,33.4875,58.9985,73.533,85.928,142.7635,194.5065,0.459654173,0.466634701,0.488698746,0.470180674,0.433652549,0.442942986
4.09825,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,15.301475,27.300125,35.3405,41.83175,62.97575,91.039,0.414237151,0.425861094,0.463232368,0.451443467,0.377281347,0.408891852
3.407,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,8.5409,14.7155,20.14,23.768,33.466,48.199,0.402437394,0.399537267,0.459477888,0.446445983,0.348959266,0.376788768
2.9475,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.7375,7.6535,11.475,13.37,17.16,23.845,0.344745712,0.320920395,0.404308437,0.387848975,0.276339629,0.287880472
3.41275,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,8.590925,14.810375,20.255,23.906,33.6845,48.52675,0.402751896,0.400084109,0.459769727,0.44677223,0.349465258,0.377436678
3.81875,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,12.123125,21.509375,28.375,33.65,49.1125,71.66875,0.405659819,0.41472745,0.45972036,0.448863268,0.363676876,0.397871167
3.91475,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,12.958325,23.093375,30.295,35.954,52.7605,77.14075,0.402483297,0.413308162,0.455596532,0.445171955,0.362647036,0.397510019
3.23325,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,7.029275,11.848625,16.665,19.598,26.8635,38.29525,0.387528607,0.376399267,0.444845304,0.430711608,0.327741974,0.350270346
2.6525,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.2625,5.7065,8.525,9.83,12.44,17.355,0.325758259,0.328323763,0.412144739,0.391273127,0.27487898,0.287497956
2.18375,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.91875,2.61275,3.8375,4.205,4.94,7.0425,0.164399196,0.269393911,0.332476677,0.299950733,0.195616518,0.209071301
2.23225,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.16125,2.93285,4.3225,4.787,5.716,8.1095,0.194539737,0.283113142,0.350613035,0.319688942,0.211909806,0.225393768
2.57875,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.89375,5.21975,7.7875,8.945,11.26,15.7325,0.314444771,0.326829051,0.409724456,0.387476442,0.270768411,0.283626195
3.187,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,6.6269,11.0855,15.74,18.488,25.106,35.659,0.381483114,0.367711971,0.438712581,0.424264236,0.319829605,0.340564433
2.47075,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.35375,4.50695,6.7075,7.649,9.532,13.3565,0.290793713,0.320844797,0.401232238,0.37671328,0.260606324,0.273767933
3.16375,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,6.424625,10.701875,15.275,17.93,24.2225,34.33375,0.378052749,0.362870842,0.435207424,0.420597316,0.315427692,0.335190026
3.13825,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,6.202775,10.281125,14.765,17.318,23.2535,32.88025,0.373968056,0.357171419,0.431015005,0.416224657,0.310250897,0.328888599
2.52175,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.60875,4.84355,7.2175,8.261,10.348,14.4785,0.303135965,0.324307036,0.406071262,0.382665417,0.266095579,0.279121829
2.49075,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.45375,4.63895,6.9075,7.889,9.852,13.7965,0.295904103,0.322350202,0.403322107,0.379248805,0.262918602,0.276029074
2.68725,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.43625,5.93585,8.8725,10.247,12.996,18.1195,0.329967852,0.328441007,0.412518419,0.392252033,0.276167657,0.288667782
3.539,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,9.6893,16.8935,22.78,26.936,38.482,55.723,0.407344453,0.409238629,0.463696249,0.451423431,0.358016692,0.388659352
3.86625,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,12.536375,22.293125,29.325,34.79,50.9175,74.37625,0.404215784,0.414190205,0.457814741,0.44717479,0.363316064,0.397869639
3.1925,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,6.67475,11.17625,15.85,18.62,25.315,35.9725,0.382255179,0.368809469,0.439499211,0.425088778,0.320828205,0.341785964
2.464,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.32,4.4624,6.64,7.568,9.424,13.208,0.288986108,0.320291239,0.400467724,0.375795603,0.259776879,0.272955136
2.91475,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.57375,7.43735,11.1475,12.977,16.636,23.1245,0.344175206,0.322487555,0.406158081,0.389280862,0.277033512,0.288698641
2.5615,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.8075,5.1059,7.615,8.738,10.984,15.353,0.311277533,0.326202959,0.408797638,0.386208334,0.269503725,0.282414174
1.92125,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.28975,1.8425,1.8425,1.8425,2.76375,0,0.195277662,0.234410686,0.192996102,0.107137913,0.120482351
2.11225,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.56125,2.14085,3.1225,3.347,3.796,5.4695,0.110976619,0.243920867,0.298942761,0.263822868,0.166103038,0.179427081
2.48775,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.43875,4.61915,6.8775,7.853,9.804,13.7305,0.295160454,0.322136943,0.403024962,0.378885578,0.26258531,0.27570362
2.6625,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.3125,5.7725,8.625,9.95,12.6,17.575,0.327037933,0.328392905,0.412298548,0.391603814,0.275289105,0.287874241
2.60525,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.02625,5.39465,8.0525,9.263,11.684,16.3155,0.318909665,0.32757725,0.410869658,0.38913127,0.272477511,0.285251866
1.508,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.7112,1.016,1.016,1.016,1.524,0,0.222682658,0.267307555,0.220080906,0.122173499,0.137390677
1.65775,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.92085,1.3155,1.3155,1.3155,1.97325,0,0.21703534,0.260528533,0.214499569,0.119075132,0.133906396
1.77,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.078,1.54,1.54,1.54,2.31,0,0.208736133,0.250566192,0.206297328,0.114521822,0.128785955
1.761,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.0654,1.522,1.522,1.522,2.283,0,0.20947553,0.251453761,0.207028086,0.114927488,0.129242147
1.307,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.4298,0.614,0.614,0.614,0.921,0,0.206698974,0.248120792,0.20428397,0.113404147,0.127529069
1.42575,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.59605,0.8515,0.8515,0.8515,1.27725,0,0.220826518,0.265079451,0.218246452,0.121155139,0.136245476
1.28975,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.40565,0.5795,0.5795,0.5795,0.86925,0,0.203017532,0.243701601,0.200645541,0.111384346,0.125257694
0.94175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.28375,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.39725,0.5675,0.5675,0.5675,0.85125,0,0.201614243,0.242017097,0.199258647,0.11061444,0.124391893
0.49825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.29675,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.41545,0.5935,0.5935,0.5935,0.89025,0,0.204573166,0.245568979,0.202182999,0.112237835,0.126217488
2.1665,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.8325,2.4989,3.665,3.998,4.664,6.663,0.152552474,0.263858731,0.325176723,0.292051466,0.189134079,0.202567633
1.71675,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.00345,1.4335,1.4335,1.4335,2.15025,0,0.212947841,0.255621913,0.210459828,0.11683255,0.131384493
1.28975,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.40565,0.5795,0.5795,0.5795,0.86925,0,0.203017532,0.243701601,0.200645541,0.111384346,0.125257694
3.27825,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,7.420775,12.591125,17.565,20.678,28.5735,40.86025,0.392495016,0.383739936,0.449824903,0.435988469,0.334444886,0.358551159
0.8455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.09375,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.13125,0.1875,0.1875,0.1875,0.28125,0,0.107706965,0.129291098,0.106448551,0.059092777,0.066453009
0.682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.08375,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.11725,0.1675,0.1675,0.1675,0.25125,0,0.098906354,0.118726873,0.097750764,0.054264375,0.061023212
2.148,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.74,2.3768,3.48,3.776,4.368,6.256,0.13913615,0.257506669,0.31680933,0.283023069,0.181746948,0.195150752
2.2665,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.3325,3.1589,4.665,5.198,6.264,8.863,0.213260852,0.291318041,0.361498108,0.33163609,0.221856372,0.23533683
1.704,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.9856,1.408,1.408,1.408,2.112,0,0.213890057,0.256752945,0.211391035,0.117349491,0.131965821
1.41425,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.57995,0.8285,0.8285,0.8285,1.24275,0,0.220145931,0.264262477,0.217573818,0.120781739,0.135825568
0.3645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.20075,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.28105,0.4015,0.4015,0.4015,0.60225,0,0.174310872,0.209242218,0.172274281,0.09563461,0.107546268
1.735,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.029,1.47,1.47,1.47,2.205,0,0.211551257,0.253945457,0.209079561,0.116066323,0.130522829
2.94225,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.71125,7.61885,11.4225,13.307,17.076,23.7295,0.344674003,0.321180656,0.404616886,0.388091494,0.276461563,0.288022353
2.6865,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.4325,5.9309,8.865,10.238,12.984,18.103,0.329883887,0.328442039,0.41251501,0.392235838,0.276143802,0.288646528
3.79125,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,11.883875,21.055625,27.825,32.99,48.0675,70.10125,0.406370242,0.414877173,0.460690709,0.449705011,0.363740444,0.397699288
4.18225,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,16.670675,29.694125,38.1965,45.10775,68.93975,98.767,0.424653108,0.435852193,0.47110222,0.458051043,0.388621714,0.417405545
3.4895,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,9.25865,16.07675,21.79,25.748,36.601,52.9015,0.40604031,0.406263048,0.462688998,0.45013893,0.355214488,0.384906016
2.88475,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.42375,7.23935,10.8475,12.617,16.156,22.4645,0.34338168,0.323797656,0.407686813,0.390412971,0.277521495,0.289300065
4.03575,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,14.282725,25.518875,33.2155,39.39425,58.53825,85.289,0.404901513,0.416857319,0.455920981,0.445197536,0.367243651,0.40114056
3.91975,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,13.001825,23.175875,30.395,36.074,52.9505,77.42575,0.402290986,0.413199423,0.455353409,0.444950681,0.362562003,0.397453783
4.231,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,17.4653,31.0835,39.854,47.009,72.401,103.252,0.429692789,0.440655821,0.474749364,0.461046382,0.394187471,0.421449669
4.42375,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,20.607125,36.576875,46.4075,54.52625,86.08625,120.985,0.44356449,0.453663192,0.483657579,0.467871493,0.410061873,0.432052102
