wind_speed,lower_wind_speed,upper_wind_speed,E33_power_lower,E44_power_lower,E48_power_lower,E53_power_lower,E70_power_lower,E82_power_lower,E33_power_upper,E44_power_upper,E48_power_upper,E53_power_upper,E70_power_upper,E82_power_upper,E33_power_output,E44_power_output,E48_power_output,E53_power_output,E70_power_output,E82_power_output,E33_efficiency,E44_efficiency,E48_efficiency,E53_efficiency,E70_efficiency,E82_efficiency
0.977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.60375,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.84525,1.2075,1.2075,1.2075,1.81125,0,0.220025919,0.264118415,0.217455208,0.120715895,0.135751523
1.9175,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.2845,1.835,1.835,1.835,2.7525,0,0.19562604,0.234828877,0.193340409,0.107329048,0.120697293
2.75425,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.77125,6.37805,9.5425,11.051,14.068,19.5935,0.336346057,0.327775522,0.412072512,0.392901952,0.277657631,0.289920061
2.8155,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.0775,6.7823,10.155,11.786,15.048,20.941,0.340438342,0.326293989,0.410520532,0.392276709,0.278035029,0.29007289
2.41425,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.07125,4.13405,6.1425,6.971,8.628,12.1135,0.274281738,0.315447927,0.393840157,0.36799426,0.252842889,0.266133315
2.30525,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.52625,3.41465,5.0525,5.663,6.884,9.7155,0.232157478,0.299289014,0.37211209,0.343388029,0.231725644,0.245181323
2.698,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.49,6.0068,8.98,10.376,13.168,18.356,0.331139267,0.328409725,0.412545687,0.392461273,0.276491198,0.288953882
2.754,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.77,6.3764,9.54,11.048,14.064,19.588,0.336326149,0.327779975,0.412076756,0.392902271,0.277654284,0.289917618
2.72,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.6,6.152,9.2,10.64,13.52,18.84,0.333354929,0.328252685,0.412479782,0.392760313,0.27704946,0.28943464
2.83375,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.16875,6.90275,10.3375,12.005,15.34,21.3425,0.341375496,0.325713844,0.409875986,0.391895473,0.277989305,0.289959279
2.4185,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.0925,4.1621,6.185,7.022,8.696,12.207,0.275637488,0.315916936,0.394478174,0.368735738,0.253494525,0.266776144
1.625,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.875,1.25,1.25,1.25,1.875,0,0.218950847,0.262827902,0.216392696,0.120126063,0.135088226
1.08775,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.12285,0.1755,0.1755,0.1755,0.26325,0,0.102491195,0.123030105,0.101293721,0.056231177,0.063234986
0.186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.872,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.2208,1.744,1.744,1.744,2.616,0,0.199813883,0.239855951,0.197479323,0.109626683,0.123281108
0.46425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.01525,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.02135,0.0305,0.0305,0.0305,0.04575,0,0.02190673,0.026296769,0.021650779,0.012018996,0.013516008
0.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.135,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.675,2.291,3.35,3.62,4.16,5.97,0.129247225,0.252772675,0.310579452,0.276317006,0.176273497,0.18965182
0.84875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.77575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.96625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.41475,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.58065,0.8295,0.8295,0.8295,1.24425,0,0.220178037,0.264301016,0.217605548,0.120799354,0.135845377
1.9485,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.3279,1.897,1.897,1.897,2.8455,0,0.192735987,0.231359667,0.190484123,0.105743439,0.11891419
2.42125,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.10625,4.18025,6.2125,7.055,8.74,12.2675,0.27650444,0.316214679,0.394883558,0.369207741,0.253910032,0.26718587
2.08825,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.44125,1.98245,2.8825,3.059,3.412,4.9415,0.090291806,0.233750983,0.285590263,0.249531104,0.154507256,0.167759704
2.03025,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.15125,1.59965,2.3025,2.363,2.484,3.6655,0.033678902,0.205246181,0.248240497,0.209752838,0.122402521,0.135413196
2.258,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.29,3.1028,4.58,5.096,6.128,8.676,0.208799277,0.289388083,0.35893451,0.328813991,0.219499872,0.232982903
2.399,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.995,4.0334,5.99,6.788,8.384,11.778,0.269254672,0.313674506,0.391433174,0.365210934,0.250407801,0.263728538
3.58875,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,10.122125,17.714375,23.775,28.13,40.3725,58.55875,0.408087387,0.411523737,0.464100953,0.45209822,0.360199707,0.391686409
2.33775,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.68875,3.62915,5.3775,6.053,7.404,10.4305,0.246310121,0.305006711,0.379758736,0.351940428,0.238978891,0.25239878
1.6435,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.9009,1.287,1.287,1.287,1.9305,0,0.217904468,0.261571831,0.215358542,0.119551974,0.134442631
1.02325,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.03255,0.0465,0.0465,0.0465,0.06975,0,0.032621536,0.039158788,0.032240397,0.017897609,0.020126825
0.93325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.21675,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.30345,0.4335,0.4335,0.4335,0.65025,0,0.180876335,0.217123378,0.178763035,0.099236712,0.111597025
1.98925,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.38495,1.9785,1.9785,1.9785,2.96775,0,0.188914228,0.226772039,0.186707015,0.103646653,0.116556241
3.76675,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,11.670725,20.651375,27.335,32.402,47.1365,68.70475,0.406919533,0.414903649,0.461466563,0.450364457,0.363700811,0.397431873
2.549,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.745,5.0234,7.49,8.588,10.784,15.078,0.308847389,0.325676879,0.40803166,0.385190184,0.268508291,0.281456027
1.14725,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.20615,0.2945,0.2945,0.2945,0.44175,0,0.146591171,0.175967576,0.144878447,0.080426363,0.090443775
0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.30975,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.43365,0.6195,0.6195,0.6195,0.92925,0,0.207239627,0.24876979,0.204818306,0.113700773,0.127862641
0.45525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.029,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.0406,0.058,0.058,0.058,0.087,0,0.040010924,0.048028986,0.039543449,0.021951752,0.024685927
0.78575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.276,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.3864,0.552,0.552,0.552,0.828,0,0.199702622,0.239722394,0.197369361,0.109565641,0.123212462
1.43375,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.60725,0.8675,0.8675,0.8675,1.30125,0,0.22123096,0.265564942,0.218646169,0.121377033,0.136495009
2.183,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.915,2.6078,3.83,4.196,4.928,7.026,0.16389699,0.26916076,0.332169014,0.299617347,0.195342535,0.208796522
2.802,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.01,6.6932,10.02,11.624,14.832,20.644,0.339665214,0.326684164,0.410946115,0.392503822,0.278024234,0.290112057
2.852,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.26,7.0232,10.52,12.224,15.632,21.744,0.342193793,0.325076178,0.409155814,0.391433021,0.277877454,0.289779192
3.51575,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,9.487025,16.509875,22.315,26.378,37.5985,54.39775,0.406805842,0.407932683,0.463302331,0.450900367,0.356782785,0.386993171
3.23625,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,7.055375,11.898125,16.725,19.67,26.9775,38.46625,0.387886803,0.376921586,0.44520649,0.431092881,0.328218336,0.350856866
3.05325,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,5.463275,8.878625,13.065,15.278,20.0235,28.03525,0.357665505,0.334932498,0.414136842,0.398723736,0.290094986,0.304504459
4.42825,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,20.680475,36.705125,46.5605,54.70175,86.40575,121.399,0.443787645,0.453867396,0.483774299,0.467947906,0.410330291,0.432210224
3.988,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,13.5956,24.302,31.76,37.712,55.544,81.316,0.399433073,0.411410376,0.451789981,0.441679048,0.361126228,0.396357316
3.5655,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,9.91985,17.33075,23.31,27.572,39.489,57.2335,0.407807186,0.410539272,0.463983463,0.451855558,0.359254438,0.390359995
3.22725,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,6.977075,11.749625,16.545,19.454,26.6355,37.95325,0.386800169,0.37534,0.44410994,0.429935954,0.326776151,0.349082006
1.734,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.0276,1.468,1.468,1.468,2.202,0,0.211629151,0.254038961,0.209156544,0.116109059,0.130570887
1.6765,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.9471,1.353,1.353,1.353,2.0295,0,0.215816098,0.259064959,0.213294573,0.118406202,0.133154149
0.95925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.426,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.13,4.2116,6.26,7.112,8.816,12.372,0.277983044,0.316718477,0.395570134,0.370008789,0.254616486,0.267882191
1.64975,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.90965,1.2995,1.2995,1.2995,1.94925,0,0.217529712,0.261121976,0.214988166,0.119346366,0.134211414
1.76825,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.07555,1.5365,1.5365,1.5365,2.30475,0,0.208880682,0.250739708,0.206440188,0.114601128,0.128875138
1.37625,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.52675,0.7525,0.7525,0.7525,1.12875,0,0.216975761,0.260457015,0.214440687,0.119042445,0.133869638
1.58625,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.82075,1.1725,1.1725,1.1725,1.75875,0,0.220797758,0.265044927,0.218218028,0.12113936,0.136227732
2.21975,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.09875,2.85035,4.1975,4.637,5.516,7.8345,0.187196527,0.279823813,0.346258196,0.314932574,0.207969377,0.221449861
1.9445,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.3223,1.889,1.889,1.889,2.8335,0,0.193110029,0.231808665,0.190853794,0.105948654,0.119144965
2.21925,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.09625,2.84705,4.1925,4.631,5.508,7.8235,0.186896863,0.279688804,0.346079549,0.314737707,0.207808149,0.221288437
0.84175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.29375,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.41125,0.5875,0.5875,0.5875,0.88125,0,0.203917029,0.244781354,0.201534529,0.11187785,0.125812665
2.3855,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.9275,3.9443,5.855,6.626,8.168,11.481,0.264586216,0.311982583,0.389143865,0.362581675,0.248121727,0.261467537
3.0445,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,5.38715,8.73425,12.89,15.068,19.691,27.5365,0.355731419,0.33233521,0.412122697,0.396643515,0.287744589,0.301673474
3.634,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,10.5158,18.461,24.68,29.216,42.092,61.138,0.408318108,0.413046671,0.463993543,0.45222927,0.361686352,0.39385175
4.714,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,25.3382,44.849,56.276,65.846,106.694,147.688,0.450731715,0.459708678,0.484703368,0.466931684,0.420008994,0.435865802
3.9155,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,12.96485,23.10575,30.31,35.972,52.789,77.1835,0.402454607,0.413292056,0.455560229,0.445138934,0.362634466,0.397501804
5.474,5,6,30,53,66,77,127,174,55,96,120,141,240,321,41.85,73.382,91.596,107.336,180.562,243.678,0.475436122,0.480367744,0.503829602,0.48609786,0.453940891,0.459280771
7.195,7,8,92,156,191,228,400,532,138,238,284,336,626,815,100.97,171.99,209.135,249.06,444.07,587.185,0.505139178,0.49580337,0.506589142,0.496711563,0.491639047,0.487370097
6.59225,6,7,55,96,120,141,240,321,92,156,191,228,400,532,76.91325,131.535,162.04975,192.52575,334.76,445.96475,0.50027782,0.492991005,0.510350929,0.499206807,0.481858895,0.481255656
5.19,5,6,30,53,66,77,127,174,55,96,120,141,240,321,34.75,61.17,76.26,89.16,148.47,201.93,0.463194962,0.469823872,0.492171292,0.473762485,0.437949428,0.44655514
3.397,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,8.4539,14.5505,19.94,23.528,33.086,47.629,0.401866272,0.398556549,0.458944389,0.445852342,0.348052657,0.375630755
1.90325,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.26455,1.8065,1.8065,1.8065,2.70975,0,0.196945999,0.236413352,0.194644946,0.108053236,0.121511681
2.67075,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.35375,5.82695,8.7075,10.049,12.732,17.7565,0.328051529,0.328428058,0.412396834,0.39184636,0.275603194,0.288160186
2.27125,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.35625,3.19025,4.7125,5.255,6.34,8.9675,0.215702919,0.292367146,0.362892584,0.3331736,0.223142228,0.236620782
2.66775,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.33875,5.80715,8.6775,10.013,12.684,17.6905,0.327687298,0.32841753,0.412364042,0.391761282,0.275491482,0.288058731
1.4365,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.6111,0.873,0.873,0.873,1.3095,0,0.22135741,0.265716733,0.218771142,0.12144641,0.136573026
2.32225,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.61125,3.52685,5.2225,5.867,7.156,10.0895,0.239743647,0.302383958,0.376247034,0.348002092,0.235630088,0.249068641
3.2955,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,7.57085,12.87575,17.91,21.092,29.229,41.8435,0.394177459,0.386284481,0.451495253,0.437770504,0.336773056,0.361443465
1.6955,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.9737,1.391,1.391,1.391,2.0865,0,0.214501563,0.257486995,0.211995396,0.11768499,0.132343107
1.57275,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.80185,1.1455,1.1455,1.1455,1.71825,0,0.221315955,0.26566697,0.218730172,0.121423666,0.136547449
0.9625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1765,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.2471,0.353,0.353,0.353,0.5295,0,0.162927961,0.195578208,0.161024364,0.089389445,0.100523243
3.036,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,5.3132,8.594,12.72,14.864,19.368,27.052,0.353803361,0.329752973,0.410112834,0.394569105,0.285408434,0.298861793
4.789,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,26.5607,46.9865,58.826,68.771,112.019,154.588,0.450625846,0.459343164,0.483232748,0.465118389,0.420576021,0.435128559
3.8165,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,12.10355,21.47225,28.33,33.596,49.027,71.5405,0.405721535,0.414744301,0.459803556,0.448936022,0.363686221,0.397862028
4.06975,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,14.836925,26.487875,34.3715,40.72025,60.95225,88.417,0.410158577,0.421932127,0.460062506,0.448745309,0.372884108,0.405516846
3.89025,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,12.745175,22.689125,29.805,35.366,51.8295,75.74425,0.403389288,0.413793711,0.456749565,0.446216977,0.363021054,0.397734676
5.4725,5,6,30,53,66,77,127,174,55,96,120,141,240,321,41.8125,73.3175,91.515,107.24,180.3925,243.4575,0.475400809,0.480340283,0.503798099,0.486062567,0.453887785,0.459242601
4.3735,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,19.78805,35.14475,44.699,52.5665,82.5185,116.362,0.44078489,0.451098869,0.482094265,0.466782269,0.406772196,0.430031338
4.045,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,14.4335,25.7825,33.53,39.755,59.195,86.14,0.406375176,0.418280984,0.457087691,0.446199276,0.368821963,0.402370016
4.41325,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,20.435975,36.277625,46.0505,54.11675,85.34075,120.019,0.443027684,0.453170812,0.483370688,0.467680001,0.409419189,0.431668875
4.496,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,21.7848,38.636,48.864,57.344,91.216,127.632,0.446668948,0.456469666,0.485100429,0.468707343,0.413884769,0.434167177
4.80225,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,26.776675,47.364125,59.2765,69.28775,112.95975,155.807,0.450540092,0.459212705,0.482914013,0.464745127,0.420607251,0.43493964
3.237,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,7.0619,11.9105,16.74,19.688,27.006,38.509,0.387975728,0.377051409,0.445296115,0.431187522,0.328336749,0.351002705
4.979,4,5,13.7,24.5,32,38,56,82,30,53,66,77,127,174,29.6577,52.4015,65.286,76.181,125.509,172.068,0.447736171,0.455843758,0.47721626,0.458472163,0.419310578,0.43097299
6.1585,6,7,55,96,120,141,240,321,92,156,191,228,400,532,60.8645,105.51,131.2535,154.7895,265.36,354.4435,0.485568285,0.485028724,0.506999588,0.492276769,0.468487437,0.469135718
5.49,5,6,30,53,66,77,127,174,55,96,120,141,240,321,42.25,74.07,92.46,108.36,182.37,246.03,0.475795984,0.480644508,0.504148416,0.48645721,0.454489331,0.459671263
6.03125,6,7,55,96,120,141,240,321,92,156,191,228,400,532,56.15625,97.875,122.21875,143.71875,245,327.59375,0.476965755,0.479014275,0.502617258,0.486613464,0.460501894,0.461625654
8.07675,8,9,138,238,284,336,626,815,196,340,405,480,892,1180,142.4515,245.8285,293.28675,347.052,646.4155,843.01375,0.50381164,0.500980686,0.502231644,0.489302362,0.505928528,0.494653468
5.87225,5,6,30,53,66,77,127,174,55,96,120,141,240,321,51.80625,90.50675,113.1015,132.824,225.56425,302.22075,0.476737856,0.479916888,0.503937069,0.48725424,0.459350282,0.461409987
7.11575,7,8,92,156,191,228,400,532,138,238,284,336,626,815,97.3245,165.4915,201.76475,240.501,426.1595,564.75725,0.50335134,0.493187795,0.505248229,0.49584681,0.487750202,0.484591834
5.36675,5,6,30,53,66,77,127,174,55,96,120,141,240,321,39.16875,68.77025,85.8045,100.472,168.44275,227.91225,0.472189917,0.477710933,0.500838286,0.482840437,0.449371532,0.455837337
5.46725,5,6,30,53,66,77,127,174,55,96,120,141,240,321,41.68125,73.09175,91.2315,106.904,179.79925,242.68575,0.475275062,0.480242104,0.503685637,0.485936853,0.453699608,0.459106876
2.1035,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.5175,2.0831,3.035,3.242,3.656,5.277,0.103608145,0.240315201,0.294206794,0.25874868,0.161981705,0.175281413
1.41675,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.58345,0.8335,0.8335,0.8335,1.25025,0,0.220304137,0.264452387,0.217730175,0.120868538,0.135923178
1.16525,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.23135,0.3305,0.3305,0.3305,0.49575,0,0.157004045,0.188467157,0.155169661,0.086139324,0.096868307
1.292,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.4088,0.584,0.584,0.584,0.876,0,0.203526994,0.244313158,0.201149051,0.111663859,0.125572022
2.3775,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.8875,3.8915,5.775,6.53,8.04,11.305,0.261719737,0.310923917,0.387714428,0.360947706,0.246707186,0.260067038
2.66825,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.34125,5.81045,8.6825,10.019,12.692,17.7015,0.327748347,0.328419463,0.41236974,0.391775708,0.275510298,0.288075839
2.91175,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.55875,7.41755,11.1175,12.941,16.588,23.0585,0.344107878,0.322624172,0.40631835,0.389402079,0.277088883,0.288765377
2.57175,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.85875,5.17355,7.7175,8.861,11.148,15.5785,0.313185051,0.326588643,0.409366164,0.386980581,0.270270125,0.283149445
2.6295,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.1475,5.5547,8.295,9.554,12.072,16.849,0.322594757,0.328049784,0.411640802,0.390353783,0.273808565,0.286504156
3.68075,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,10.922525,19.232375,25.615,30.338,43.8685,63.80275,0.408155053,0.41411659,0.463454335,0.451929474,0.362769821,0.395554889
3.82875,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,12.210125,21.674375,28.575,33.89,49.4925,72.23875,0.405377997,0.414642893,0.459342638,0.448531781,0.363626638,0.397901443
2.3865,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.9325,3.9509,5.865,6.638,8.184,11.503,0.264939235,0.312111948,0.389318688,0.362781902,0.248295377,0.261639388
2.92325,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.61625,7.49345,11.2325,13.079,16.772,23.3115,0.344351943,0.322093983,0.405695418,0.388928122,0.276868984,0.288501892
2.81775,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,4.08875,6.79715,10.1775,11.813,15.084,20.9905,0.340560499,0.326225685,0.4104453,0.392234247,0.278033084,0.290062596
3.25375,3,4,5,8,12,14,18,25,13.7,24.5,32,38,56,82,7.207625,12.186875,17.075,20.09,27.6425,39.46375,0.389897752,0.379873052,0.447228756,0.433231548,0.330911685,0.354178447
2.55275,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.76375,5.04815,7.5275,8.633,10.844,15.1605,0.309588623,0.325841254,0.408269992,0.385504603,0.268814061,0.281750692
2.047,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,0.235,1.7102,2.47,2.564,2.752,4.034,0.051053489,0.214087863,0.259815452,0.222053271,0.13230682,0.145398085
2.446,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.23,4.3436,6.46,7.352,9.136,12.812,0.283953089,0.318697854,0.398276526,0.373188989,0.257438835,0.270659885
1.73875,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.03425,1.4775,1.4775,1.4775,2.21625,0,0.21125781,0.253593204,0.208789542,0.115905325,0.130341778
1.8585,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.2019,1.717,1.717,1.717,2.5755,0,0.201038535,0.24132602,0.198689666,0.110298581,0.124036693
1.6355,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.8897,1.271,1.271,1.271,1.9065,0,0.218368815,0.262129233,0.215817465,0.119806735,0.134729124
1.399,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.5586,0.798,0.798,0.798,1.197,0,0.219051616,0.262948864,0.216492288,0.120181349,0.135150398
1.87275,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.22185,1.7455,1.7455,1.7455,2.61825,0,0.199745566,0.239773944,0.197411804,0.109589202,0.123238957
1.9505,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.3307,1.901,1.901,1.901,2.8515,0,0.192548866,0.231135048,0.190299188,0.105640776,0.11879874
2.2605,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.3025,3.1193,4.605,5.126,6.168,8.731,0.210123821,0.289962799,0.359697692,0.329653544,0.220200428,0.233682815
2.507,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.535,4.7462,7.07,8.084,10.112,14.154,0.299796152,0.323431046,0.404834916,0.381114949,0.264643595,0.277710634
1.68725,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.96215,1.3745,1.3745,1.3745,2.06175,0,0.215081544,0.258183203,0.212568601,0.118003194,0.132700944
1.9415,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,1.3181,1.883,1.883,1.883,2.8245,0,0.193390372,0.232145188,0.191130861,0.106102463,0.119317931
2.77825,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,3.89125,6.53645,9.7825,11.339,14.452,20.1215,0.338131987,0.327285411,0.411583009,0.39278371,0.277908168,0.290083285
2.47575,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,2.37875,4.53995,6.7575,7.709,9.612,13.4665,0.292105363,0.321239824,0.401779008,0.3773726,0.261204544,0.274353619
1.41075,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.57505,0.8215,0.8215,0.8215,1.23225,0,0.219914621,0.263984812,0.21734521,0.120654832,0.135682854
1.6145,1,2,0,0,0,0,0,0,0,1.4,2,2,2,3,0,0.8603,1.229,1.229,1.229,1.8435,0,0.219499961,0.263487056,0.216935395,0.120427331,0.135427018
2.39425,2,3,0,1.4,2,2,2,3,5,8,12,14,18,25,1.97125,4.00205,5.9425,6.731,8.308,11.6735,0.267635864,0.313092522,0.390644985,0.364303869,0.249617672,0.262947424
5.20675,5,6,30,53,66,77,127,174,55,96,120,141,240,321,35.16875,61.89025,77.1645,90.232,150.36275,204.39225,0.464267034,0.470782957,0.493218003,0.474846333,0.43926582,0.44765204
