,day,load,wind_speed,lower_wind_speed,upper_wind_speed,E33_power_lower,E44_power_lower,E48_power_lower,E53_power_lower,E70_power_lower,E82_power_lower,E33_power_upper,E44_power_upper,E48_power_upper,E53_power_upper,E70_power_upper,E82_power_upper,E33_power_output,E44_power_output,E48_power_output,E53_power_output,E70_power_output,E82_power_output,E33_efficiency,E44_efficiency,E48_efficiency,E53_efficiency,E70_efficiency,E82_efficiency
82,83,6250,2.7284833330000002,2,3,0.0,1.4,2.0,2.0,2.0,3.0,5.0,8.0,12.0,14.0,18.0,25.0,3.642416665000001,6.2079899978,9.284833330000001,10.741799996000003,13.655733328000004,19.026633326000006,0.3341464108341649,0.3281600925132362,0.41241243099655156,0.392831068015094,0.2772288603650561,0.28958386074097375
83,84,6100,2.484333333,2,3,0.0,1.4,2.0,2.0,2.0,3.0,5.0,8.0,12.0,14.0,18.0,25.0,2.4216666649999996,4.596599997799999,6.843333329999999,7.811999995999999,9.749333327999999,13.655333325999997,0.294303790893112,0.3218887406676602,0.40267961612728664,0.3784646461186017,0.26219997617927643,0.2753271423396952
84,85,6000,3.141825,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,6.233877499999998,10.340112499999998,14.836499999999997,17.403799999999997,23.389349999999993,33.084025,0.37456171291000195,0.35799582604405233,0.4316254442787014,0.4168605450094618,0.3109993687547192,0.32979850891280227
85,86,5800,4.409691667,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,20.377974172099997,36.17621250949999,45.92951667799999,53.97797501299999,85.08810835699998,119.69163336399997,0.4428405970590365,0.4529988473956625,0.48326879611313134,0.4676108694889595,0.40919613695101936,0.4315344210298171
86,87,5500,4.056316667,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,14.617961672099998,26.105025009499997,33.914766678,40.196350013,59.998483357,87.18113336399999,0.40813360459538495,0.41997866651720633,0.4584741230689279,0.44738739599881533,0.37070807363746255,0.4038343670689874
87,88,5000,5.645433333,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,46.13583332499999,80.75363331899999,100.85339998199998,118.30773331199998,199.93396662899997,268.87869995099993,0.477812615269495,0.4819132803760167,0.5057317796428566,0.48844308510223294,0.45822846188016386,0.46199882488460753
88,89,4800,5.938841667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,53.471041675,93.37019168100001,116.69745001800001,137.085866688,233.089108371,312.00972504900005,0.4756905195083397,0.47863194641517065,0.5026638768653084,0.4861610070683959,0.4588852180231096,0.4605101543754369
89,90,5550,5.3177583330000004,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,37.94395832500001,66.66360831900002,83.15894998200002,97.33653331200003,162.90669162900005,220.71047495100007,0.4701840972786674,0.47599424215468095,0.4989359040400351,0.4808202674317886,0.44672521001681054,0.4537466960287711
90,91,4500,3.696516667,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,11.0596950029,19.4925250055,25.93033334,30.716400008,44.467633346,64.70145001899999,0.4080151003420575,0.41437044001681334,0.4631819688909424,0.45173629961341694,0.3630390466881663,0.39601563125968053
91,92,4300,4.199808333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,16.9568758279,30.1945374905,38.793483322,45.792524987,70.18639164300001,100.382366636,0.42654859830298925,0.43766179931748195,0.4724892319464273,0.45919680729876533,0.39070757453962524,0.41893373968600633
92,93,4200,3.351708333,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,8.0598624971,13.803187494499998,19.034166659999997,22.440999992,31.364916653999998,45.047374981,0.3988779850626935,0.39362203517924627,0.4560965226016623,0.4427272255142547,0.34350479882727114,0.36986833486671017
93,94,4300,3.0668666669999998,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,5.581740002899998,9.103300005499996,13.337333339999995,15.604800007999994,20.540933345999992,28.811400018999986,0.3605753296896357,0.338854175962646,0.4171630850777029,0.4018520634560671,0.29364513876518,0.30878485918191684
94,95,4200,2.169508333,2,3,0.0,1.4,2.0,2.0,2.0,3.0,5.0,8.0,12.0,14.0,18.0,25.0,0.847541665,2.5187549978,3.69508333,4.034099996,4.712133328,6.729183326,0.15466362376948448,0.26485039813389943,0.32648393784586577,0.29346436499647627,0.19029217523420314,0.20372987242422852
95,96,4300,2.696358333,2,3,0.0,1.4,2.0,2.0,2.0,3.0,5.0,8.0,12.0,14.0,18.0,25.0,3.4817916650000003,5.9959649978,8.96358333,10.356299996,13.141733328,18.319883326000003,0.33096422442924617,0.3284164781656684,0.41254410822487436,0.3924320615749037,0.2764439923815231,0.28891241349065605
96,97,4350,4.6774,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,24.74161999999999,43.80589999999999,55.03159999999998,64.41859999999998,104.09539999999997,144.32079999999996,0.4505320490881704,0.45963992604009357,0.4851992899703943,0.46761714896919404,0.4194742754482633,0.4360052457521204
97,98,4400,4.983658333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,29.733630827900004,52.534262490500005,65.44438332200001,76.362674987,125.83974164300001,172.496566636,0.4476249188479358,0.4557183651682309,0.47703379681431085,0.4582780254812932,0.41923773359575806,0.43083600932055716
98,99,4500,6.287933333,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,65.653533321,113.27599998,140.443266643,166.05019997099998,286.06933327999997,381.75393326299996,0.4920909864850866,0.4892296748533491,0.5096812858364275,0.4961446343532372,0.4744985028238741,0.47471838955231715
99,100,4600,3.7265,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,11.32055,19.987250000000003,26.53,31.436000000000003,45.607000000000006,66.41050000000001,0.4076385447361823,0.41471366000952364,0.4625465266768579,0.4512493454206161,0.36342555055119424,0.3967433847865116
100,101,4100,5.519075,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,42.976875,75.320225,94.03004999999999,110.2208,185.655475,250.304025,0.47637288948387174,0.4810734550510643,0.5046488993500606,0.48703183831325814,0.4554033298520845,0.4603045487566516
101,102,4800,6.30935,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,66.44595000000001,114.561,141.96385,167.91345,289.49600000000004,386.27285000000006,0.49297596710683345,0.48975807942367555,0.5099709764857492,0.49662011599309885,0.4753089982872272,0.4754629114296269
102,103,4900,5.287775,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,37.194374999999994,65.374325,81.53985,95.4176,159.518575,216.302925,0.4687804112776094,0.4747740666960665,0.4975910467289676,0.47940467918374835,0.4449177045245562,0.4522929428676959
103,104,5000,5.403425,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,40.08562500000001,70.34727500000002,87.78495000000002,102.81920000000002,172.58702500000004,233.30347500000005,0.47346989257472805,0.4787828309586102,0.5020352750834822,0.48412723904843,0.451115851028529,0.45718307565349237
104,105,5200,5.713966667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,47.849166675000006,83.70056668100001,104.55420001800002,122.69386668800001,207.67823337100003,278.953100049,0.4779388815952444,0.4817413920942861,0.5056499010775486,0.4885425864219461,0.45905550653745936,0.46226861140824527
105,106,5500,5.606883333,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,45.172083324999996,79.095983319,98.771699982,115.84053331199999,195.57781662899998,263.211849951,0.4775475860880449,0.48182412763315136,0.5055795755977994,0.4881897664493728,0.457554007232042,0.46165463474664026
106,107,5600,4.953675,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,29.244902499999995,51.67973749999999,64.42495,75.19332499999999,123.71092499999997,169.73809999999997,0.4483103233785316,0.4564954377463349,0.47818187527831674,0.4595041529359166,0.4196747613857072,0.4316911318978685
107,108,5700,3.855,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,12.4385,22.1075,29.1,34.519999999999996,50.49,73.735,0.4045814395285361,0.41434791627568496,0.4582910676361449,0.4476002510146384,0.36342897706437716,0.39790267449131406
108,109,5900,3.6408333330000002,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,10.575249997100002,18.573749994500005,24.816666660000003,29.379999992000005,42.35166665400001,61.52749998100001,0.4083187647953182,0.4132338336874817,0.46394083759989474,0.4522119940621155,0.3618723810282499,0.39413335837016505
109,110,6000,4.925833333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,28.791083327899997,50.8862499905,63.478333322,74.107499987,121.734166643,167.176666636,0.4488796929580571,0.4571513219703402,0.47919019872827767,0.46059127232103814,0.42001101040025424,0.43242703962266327
110,111,6100,3.3667,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,8.190289999999997,14.050549999999998,19.333999999999996,22.800799999999995,31.934599999999993,45.90189999999999,0.3999420924470762,0.39534726656154295,0.4571197738086793,0.44384313780304435,0.34509252478140173,0.371872211377227
111,112,5750,5.4741,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,41.8525,73.3863,91.6014,107.3424,180.5733,243.6927,0.4754384668020013,0.48036956549514537,0.5038316918225869,0.486100202942486,0.4539444207772772,0.45928330629730113
112,113,5800,7.275241667,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,104.66111668200001,178.56981669400002,216.59747503100004,257.72610003600005,462.2046167420001,609.8933917610001,0.5064705340216096,0.49792559719295293,0.5074960517988248,0.49717446031180645,0.4949705214244305,0.489652499855305
113,114,6300,7.493691667,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,114.70981668200001,196.48271669400003,236.91332503100003,281.318700036,511.57431674200006,671.714741761,0.5079538055034654,0.5013437066166138,0.5079530583205798,0.4965966940707342,0.5013125784903515,0.49348475539886705
114,115,6500,5.758941667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,48.97354167500001,85.63449168100001,106.98285001800001,125.57226668800001,212.76040837100004,285.564425049,0.477798262257897,0.4814147120142976,0.5053679263449463,0.4883805691425424,0.4593567524460693,0.4622238869327135
115,116,6800,6.3243416670000006,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,67.00064167900003,115.46050002000004,143.02825835700003,169.21772502900006,291.8946667200001,389.4360917370001,0.4935646886759364,0.49010161515843026,0.5101494565392726,0.4969269616400879,0.47584719686750554,0.4759557152137086
116,117,6700,5.1657,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,34.142500000000005,60.12510000000001,74.94780000000002,87.60480000000001,145.72410000000002,198.35790000000003,0.4615501195565369,0.46834613659595314,0.4905608636710408,0.4720989578614849,0.43594446469223963,0.4448752861694295
117,118,6750,5.199966667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,34.999166675,61.598566681,76.798200018,89.797866688,149.59623337099998,203.395100049,0.4638388452513637,0.47040031110228325,0.4928002425821836,0.47441348123059274,0.4387390673785379,0.447213729433244
118,119,6800,6.765525,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,83.324425,141.93150000000003,174.35227500000002,207.60067500000002,362.48400000000004,482.52577500000007,0.5013937404557155,0.49212219870634083,0.507977714583011,0.49798577033986,0.48269373297240786,0.481717393959293
119,120,6900,6.750533333,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,82.76973332099999,141.03199998,173.287866643,206.296399971,360.08533328,479.362533263,0.5013815974004268,0.49226853705926027,0.5082477301429323,0.4981613992319452,0.482701337621911,0.48175490970743623
120,121,7000,6.996825,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,91.88252500000002,155.8095,190.77457500000003,227.72377500000005,399.4920000000001,531.3300750000001,0.49985147514154876,0.4884156499132717,0.5025034065950701,0.4938533689773025,0.4809416396683051,0.47955418418363976
121,122,6000,5.776075,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,49.40187499999999,86.37122499999998,107.90804999999997,126.66879999999998,214.69647499999996,288.08302499999996,0.47770089309139874,0.4812483800691554,0.5052158000191658,0.4882743005709846,0.45942409760451286,0.46216336676702846
122,123,6500,6.23225,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,63.59324999999998,109.93499999999997,136.48974999999996,161.20574999999997,277.15999999999997,370.00474999999994,0.4895392450870277,0.4876408218792671,0.5087295799815788,0.49469624195531847,0.47215357460252444,0.4725513644109081
123,124,6400,5.784641667000001,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,49.61604167500002,86.73959168100004,108.37065001800003,127.21706668800005,215.66450837100007,289.3423250490001,0.4776434440510456,0.4811568372966535,0.5051307936617517,0.48821225258142953,0.4594482729555329,0.46212440382980496
124,125,6100,5.144283333,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,33.60708332499999,59.20418331899999,73.79129998199998,86.23413331199998,143.30401662899996,195.20964995099996,0.46001000107280615,0.4669565013214323,0.48904865773650175,0.470540753329116,0.4340812734359205,0.4433053397497549
125,126,6300,7.007533333,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,92.34653331799998,156.61773330599996,191.70059996899997,228.81359996399996,401.7025332579999,534.1319332389999,0.5000761840115876,0.48870197040062663,0.502631272860425,0.49394546076950013,0.48138924354358037,0.47987635035349235
126,127,6100,7.821366667,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,129.78286668200002,223.35206669400003,267.38710003100005,316.70760003600003,585.6288667420001,764.4467667610002,0.5054526947113449,0.5012342156823657,0.5042130286203824,0.4917034192102738,0.5047331918973776,0.4939416298975731
127,128,6600,7.46585,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,113.42909999999998,194.19969999999998,234.32404999999997,278.31179999999995,505.2820999999999,663.8355499999999,0.5079229050405418,0.5010827441267122,0.5080431915880304,0.4968056445433412,0.5007067674651678,0.4931727216088405
128,129,6300,8.431741667,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,163.04101668600003,282.0376500340001,336.2407417070001,398.1708000480001,740.8432834220002,972.5857084550003,0.5068227377397961,0.5051889978375509,0.5060809730217618,0.49341257431528796,0.5096379965223953,0.5015939945318785
129,130,6500,7.59435,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,119.34010000000002,204.73670000000004,246.27455000000003,292.18980000000005,534.3231000000001,700.2010500000001,0.5077216277797182,0.5019061831265997,0.5073051362500062,0.495548204640966,0.5030596133014141,0.49422789368741193
130,131,5500,7.744266667000001,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,126.23626668200004,217.02986669400005,260.21680003100005,308.3808000360001,568.2042667420002,742.6274667610002,0.5064707127718212,0.5017383288441312,0.505493977152609,0.4932182239678949,0.504488094183052,0.4943180073044805
131,132,6000,8.517408332999999,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,168.00968331399991,290.7756499659999,346.60640829299984,410.5067999519998,763.6306165779997,1003.8540415449995,0.5066674450479863,0.5052825534422172,0.5060992970226147,0.49350394905214406,0.5096221031836142,0.5022552532671021
132,133,5500,7.763541667,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,127.12291668200001,218.610416694,262.009375031,310.46250003600005,572.560416742,748.0822917610001,0.5062386228219218,0.5016373443613159,0.5051946205578207,0.49285840504626993,0.5045787817172028,0.49424926330955504
133,134,6000,5.874591667000001,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,51.86479167500002,90.60744168100003,113.22795001800003,132.97386668800004,225.82885837100008,302.5649750490001,0.4767060624439117,0.4798765037864447,0.5038974268402161,0.48722091650276006,0.459339414483823,0.4613833507322383
134,135,6500,6.6841416670000005,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,80.31324167900001,137.04850002000003,168.57405835700004,200.52032502900005,349.4626667200001,465.3538917370001,0.5011425860253511,0.4927606521371902,0.5093019691828272,0.49878587180638195,0.48255984115868217,0.4817511201899392
135,136,6700,6.981833332999999,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,91.32783332099996,154.90999997999995,189.71016664299992,226.41949997099994,397.09333327999985,528.1668332629998,0.500041229635767,0.48873078337242293,0.5029255787707883,0.4941946920322969,0.48114003118546805,0.47977654719035173
136,137,6900,5.20425,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,35.10625,61.78275,77.0295,90.072,150.08025,204.02475,0.4641101650556724,0.47064283904810994,0.49306500185295593,0.4746877617348593,0.4390726847835962,0.4474914300866357
137,138,6800,4.452525,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,21.076157499999994,37.39696249999999,47.38584999999999,55.64847499999998,88.12927499999998,123.63229999999996,0.44492153560659864,0.4548999631363116,0.4843408798092964,0.46830290199138547,0.4117071655223877,0.433001269577082
138,139,6500,7.305225,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,106.04035,181.02845000000002,219.38592500000001,260.9643,468.98085000000003,618.378675,0.5068523383132149,0.49859132217058333,0.5077261385562808,0.4972479384278632,0.4960684965743717,0.49037693532599175
139,140,6800,6.3693166670000005,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,68.66471667900002,118.15900002000004,146.22148335700004,173.13055002900006,299.09066672000006,398.9258167370001,0.495183539672812,0.49100617623566345,0.5105687287863212,0.49772317840461067,0.4773222339609531,0.47729835679561894
140,141,6500,5.639008333,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,45.97520832499999,80.47735831899999,100.50644998199998,117.89653331199997,199.20794162899995,267.9342249509999,0.47777848466470574,0.4819080441130716,0.5057166765197001,0.48841107977715725,0.45812687251693973,0.4619514175183408
141,142,6700,4.480366667,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,21.529976672100002,38.190450009500005,48.332466678,56.73430001300001,90.10603335700002,126.19373336400002,0.4460812599095999,0.45594533429534134,0.48486388671626607,0.46859506433628945,0.4131431222114575,0.4337839081376118
142,143,6800,3.844291667,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,12.345337502899998,21.930812505499997,28.885833339999998,34.26300000799999,50.083083345999995,73.12462501899998,0.4049161218340137,0.4144807869873751,0.45873033623043613,0.447990781242342,0.36352090898631806,0.39791561510000106
143,144,6700,4.422541667,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,20.5874291721,36.5424375095,46.366416678,54.479125013,86.000458357,120.87383336399999,0.44350386620199633,0.45360766610702774,0.4836256034887671,0.4678504002711447,0.40998908438086074,0.43200902170450073
144,145,6600,5.3091916669999994,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,37.72979167499999,66.29524168099998,82.69635001799998,96.78826668799996,161.93865837099995,219.45117504899991,0.4697970517387188,0.4756591096032844,0.49856602508261705,0.4804300697590931,0.4462237204103805,0.4533451972937656
145,146,6750,7.399458332999999,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,110.37508331799997,188.75558330599995,228.14962496899994,271.14149996399993,490.2775832579998,645.0467082389998,0.5076709927814171,0.5002633562305651,0.5080910245435706,0.49715165425978786,0.499033358891558,0.4922295670947354
146,147,6700,7.294516667000001,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,105.54776668200003,180.15036669400007,218.39005003100007,259.80780003600006,466.56076674200017,615.3482167610002,0.5067229537056657,0.4983612429200664,0.5076505205464653,0.49722768797636313,0.49568523344773885,0.49012595826720357
147,148,6600,8.564525,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,170.74245,295.58155,352.30752499999994,417.29159999999996,776.16365,1021.0516249999998,0.5064572081255245,0.5052032672660063,0.5059803207862701,0.49342651111014746,0.509484274139772,0.5024746743681082
148,149,6600,8.708016667,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,179.06496668600005,310.2177000340001,369.67001670700006,437.95440004800014,814.3324334220002,1073.4260834550003,0.5053170631751244,0.5044376472905152,0.505100761390296,0.4926787384455185,0.5085472447193339,0.5025632298127953
149,150,6500,6.716266667,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,81.501866679,138.97600002000001,170.85493335700002,203.315200029,354.60266672,472.132266737,0.5012967092929659,0.4925549482822577,0.5088212965332698,0.498515579889847,0.482664693267636,0.4817882555951178
150,151,6450,5.369158333,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,39.228958324999994,68.87380831899999,85.93454998199998,100.62613331199998,168.71489162899996,228.26627495099996,0.4722796519110356,0.4777867883570991,0.5009227131875162,0.48293072013498045,0.44949215028074363,0.4559313325680917
151,152,6400,5.683983333,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,47.09958332499999,82.41128331899998,102.93509998199997,120.77493331199997,204.29011662899995,274.54554995099994,0.47793602772291954,0.4818667526711306,0.5057392430210464,0.4885523431200425,0.4587502322888479,0.4622025553304781
152,153,6300,5.495516667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,42.387916675000014,74.30721668100001,92.75790001800002,108.71306668800003,182.99338337100005,246.84095004900007,0.4759130084978055,0.4807331588282851,0.5042511190846017,0.48657393462718934,0.4546708662708375,0.45979891493281316
153,154,6500,5.232091667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,35.80229167499999,62.979941680999985,78.53295001799998,91.85386668799998,153.22635837099998,208.11747504899995,0.46579614023465493,0.47214445537445715,0.49470628696617786,0.4763915963119735,0.4411586259904587,0.4492197442149914
154,155,6200,3.936383333,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,13.146534997100002,23.450324994500004,30.727666660000004,36.473199992000005,53.582566654000004,78.373849981,0.40163378768861735,0.41281492040754997,0.4545262614855545,0.4441957476164388,0.3622585864439313,0.3972421732683039
155,156,6500,4.416116667,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,20.482701672099996,36.3593250095,46.147966677999996,54.22855001299999,85.54428335699998,120.28273336399998,0.4431764933411934,0.4533074639660827,0.4834510484587003,0.46773412779626333,0.4095969421430306,0.43177549894207523
156,157,6400,11.08740833,11,12,292.8,600.0,671.0,744.0,1590.0,1890.0,320.0,710.0,750.0,780.0,1900.0,2000.0,295.17750657600004,609.6149163000001,677.9052580700001,747.14669988,1617.0965823000001,1899.6149163,0.4035563872191348,0.4802464145557685,0.44874583104175525,0.4072006266281699,0.4892526210901361,0.43087546543877925
157,158,6450,10.95034167,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,290.674623476,593.34578378,665.23963372,739.0838253300001,1571.7753928900001,1876.1949842600002,0.4125106829486107,0.48520305077349885,0.45710572032311125,0.4181223369343544,0.49362233616093254,0.44174463226708005
158,159,6400,7.136033332999999,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,98.25753331799997,167.15473330599994,203.65109996899994,242.69159996399995,430.74353325799984,570.4974332389999,0.503855889434024,0.4939087744492725,0.5056356669837766,0.4961086694253237,0.48880482511052264,0.48535488562915935
159,160,6500,5.928133333,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,53.203333324999996,92.909733319,116.119199982,136.400533312,231.879066629,310.435599951,0.47587845798807477,0.47885717269543915,0.5028884912250415,0.48635665264754063,0.4589812903700946,0.460674264260174
160,161,6200,8.594508333,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,172.481483314,298.63984996600004,355.935508293,421.60919995200004,784.1392165780001,1031.9955415450002,0.5062796362042526,0.5051069222536962,0.5058593194685008,0.4933324119893237,0.5093512679540175,0.5025636009686344
161,162,6500,9.185608333,9,10,196.0,340.0,405.0,480.0,892.0,1180.0,250.0,466.0,555.0,645.0,1223.0,1612.0,206.02284998199997,363.3866499579999,432.8412499499999,510.62537494499986,953.4363582229998,1260.1827998559997,0.49533921558489347,0.5034355388873877,0.5038791903411548,0.4894082700129664,0.5072887916756896,0.5026736242287938
162,163,6600,8.615925,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,173.72365000000005,300.8243500000001,358.5269250000001,424.6932000000001,789.8360500000002,1039.8126250000003,0.5061325962370118,0.5050169213391351,0.5057519868497995,0.49324450907945355,0.5092353580731135,0.5026036954059601
163,164,6500,8.731575,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,180.43134999999995,312.62064999999996,372.5205749999999,441.3467999999999,820.5989499999998,1082.0248749999998,0.5050627328371095,0.5042414792267784,0.5048868381657345,0.4924871432410679,0.5083238875440693,0.5024996916968566
164,165,6600,6.934716667000001,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,89.58451667900003,152.08300002000004,186.36488335700005,222.32035002900008,389.5546667200001,518.2252167370002,0.500562005256921,0.4896583653115565,0.5041960831243871,0.49520581285009546,0.48169215620836764,0.48040630381588356
165,166,6300,5.090741667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,32.268541674999994,56.90189168099998,70.90005001799997,82.80746668799998,137.25380837099996,187.33902504899996,0.4557715931682455,0.4631079112493769,0.4848695546721012,0.4662501697887644,0.4290111253222818,0.43899684540654227
