,day,load,wind_speed,lower_wind_speed,upper_wind_speed,E33_power_lower,E44_power_lower,E48_power_lower,E53_power_lower,E70_power_lower,E82_power_lower,E33_power_upper,E44_power_upper,E48_power_upper,E53_power_upper,E70_power_upper,E82_power_upper,E33_power_output,E44_power_output,E48_power_output,E53_power_output,E70_power_output,E82_power_output,E33_efficiency,E44_efficiency,E48_efficiency,E53_efficiency,E70_efficiency,E82_efficiency
166,167,6500,4.790908333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,26.5918058279,47.0408874905,58.890883322,68.845424987,112.154491643,154.763566636,0.45061468300737556,0.45932554105445744,0.48318788346514435,0.4650655634853856,0.42058174184443575,0.43510238770229726
167,168,6700,4.495358333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,21.774340827900005,38.61771249050001,48.84218332200001,57.31897498700002,91.17044164300003,127.57296663600005,0.4466457038572552,0.4564490105770399,0.48509150883758445,0.4687034491834818,0.4138552217881057,0.43415222214863114
168,169,6100,2.48005,2,3,0.0,1.4,2.0,2.0,2.0,3.0,5.0,8.0,12.0,14.0,18.0,25.0,2.4002499999999993,4.568329999999999,6.800499999999999,7.760599999999998,9.680799999999998,13.561099999999996,0.29321505169805434,0.3215694855603444,0.40223613758098303,0.37792591300613465,0.26170816121272017,0.2748463217996834
169,170,6500,3.8378666669999997,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,12.289440002899997,21.824800005499995,28.757333339999995,34.10880000799999,49.83893334599999,72.75840001899998,0.40511053542732034,0.41455226978091664,0.45898713674054203,0.4482181866180492,0.3635686429752378,0.3979145439656579
170,171,6300,4.07345,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,14.897235000000004,26.593325000000007,34.49730000000001,40.86455000000001,61.214950000000016,88.75740000000002,0.41070462262798013,0.4224585889608794,0.46048923993671803,0.4491094906188217,0.37347166481224375,0.40596979558428037
171,172,6500,4.236216667,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,17.550331672099997,31.232175009499997,40.031366678,47.212450012999994,72.77138335699999,103.73193336399999,0.43019160053471744,0.44112981161285525,0.475102673574759,0.4613332169180324,0.3947421163571985,0.42184635361922224
172,173,6100,5.347741667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,38.693541675000006,67.95289168100001,84.77805001800002,99.25546668800001,166.29480837100002,225.11802504900004,0.4714529050027962,0.4770845540055963,0.5001424474400185,0.4820985866144666,0.44838880419932536,0.45506698836802073
173,174,6200,4.482508333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,21.564885827900003,38.251487490500004,48.405283322,56.81782498700001,90.25809164300001,126.39076663600002,0.44616442459291106,0.456019783576926,0.4848986784909721,0.46861260840430724,0.41324742702852985,0.4338387620425503
174,175,6500,4.53605,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,22.437615000000008,39.77742500000001,50.22570000000001,58.90595000000002,94.05955000000003,131.31660000000005,0.44797552245232114,0.45761667265259154,0.4855277423887278,0.46883318760202985,0.4155819969878963,0.4349731516056716
175,176,2700,3.81645,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,12.103115,21.471425000000004,28.329,33.594800000000006,49.02510000000001,71.53765000000001,0.40572289982398924,0.414744666670794,0.4598053967579869,0.4489376310164374,0.36368642045675087,0.39786181492636136
176,177,3700,9.581816667,9,10,196.0,340.0,405.0,480.0,892.0,1180.0,250.0,466.0,555.0,645.0,1223.0,1612.0,227.418100018,413.308900042,492.27250005,575.999750055,1084.581316777,1431.344800144,0.4817176373846816,0.5044636278208903,0.5048746382615482,0.48637518087346077,0.5084003910106148,0.5030104577501271
177,178,3800,9.222016667,9,10,196.0,340.0,405.0,480.0,892.0,1180.0,250.0,466.0,555.0,645.0,1223.0,1612.0,207.988900018,367.97410004200003,438.30250005000005,516.632750055,965.487516777,1275.911200144,0.4941667740657637,0.5037768610679119,0.5042173555344576,0.48932443847153606,0.5076405228698073,0.5029433407517779
178,179,4000,4.983658333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,29.733630827900004,52.534262490500005,65.44438332200001,76.362674987,125.83974164300001,172.496566636,0.4476249188479358,0.4557183651682309,0.47703379681431085,0.4582780254812932,0.41923773359575806,0.43083600932055716
179,180,4200,4.97295,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,29.559085,52.229074999999995,65.0803,75.94505000000001,125.07945,171.51139999999998,0.44787807227628423,0.45600408050853536,0.4774510128972804,0.458722323986356,0.4194024981531055,0.4311486541262332
180,181,4300,4.358291667,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,19.540154172099992,34.71131250949999,44.181916677999986,51.97337501299998,81.43870835699997,114.96283336399996,0.43983542517027885,0.4502159071881603,0.4815232155662252,0.4663636885612035,0.4056666750896391,0.42932374299599346
181,182,4150,4.461091667,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,21.215794172099997,37.64111250949999,47.67711667799999,55.982575012999995,88.737508357,124.42043336399999,0.4452941027173926,0.4552371351852715,0.48451596542100356,0.46840563431364357,0.41216500628296704,0.4332560029057153
182,183,4000,7.435866667000001,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,112.04986668200004,191.74106669400007,231.5356000310001,275.0736000360001,498.5058667420002,655.3502667610003,0.5078408765653303,0.500747777382036,0.5080945603354924,0.49698904000718924,0.4999917293423513,0.4927822089098821
183,184,3000,12.07685833,12,13,320.0,710.0,750.0,780.0,1900.0,2000.0,335.0,790.0,790.0,810.0,2080.0,2050.0,321.15287495,716.1486664,753.0743332,782.3057499,1913.8344994000001,2003.8429165,0.3397511933827678,0.43655598329161466,0.38574249173831804,0.3299189706221474,0.4480534151530641,0.35170462486972326
184,185,3300,12.52660833,12,13,320.0,710.0,750.0,780.0,1900.0,2000.0,335.0,790.0,790.0,810.0,2080.0,2050.0,327.89912495,752.1286664,771.0643332,795.7982499,1994.7894994,2026.3304165,0.3108499873768605,0.41085664798093374,0.3539253497153158,0.30074274933891626,0.41848886408652275,0.31870295389680864
185,186,3200,12.034025,12,13,320.0,710.0,750.0,780.0,1900.0,2000.0,335.0,790.0,790.0,810.0,2080.0,2050.0,320.510375,712.722,751.361,781.02075,1906.1245,2001.70125,0.3427050121454952,0.4391229234729527,0.3889891355033834,0.3329066922719084,0.4510304505661776,0.3550936066796435
186,187,3600,11.19235,11,12,292.8,600.0,671.0,744.0,1590.0,1890.0,320.0,710.0,750.0,780.0,1900.0,2000.0,298.03192,621.1584999999999,686.19565,750.9245999999999,1649.6284999999998,1911.1585,0.396104726464956,0.47570449717003427,0.44157620570033096,0.3978553160545324,0.4851875310247205,0.4214142131911469
187,188,3200,8.883633332999999,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,189.25073331399994,328.13059996599986,390.91963329299983,463.2431999519998,861.0464665779997,1137.5261665449996,0.5030101956905143,0.5025433497622882,0.5030801231958475,0.4908285987474602,0.506456374916836,0.5016096020895748
188,189,4000,10.93106667,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,289.849653476,590.76293378,663.00373372,737.17560033,1564.70146789,1870.83653426,0.41351974188892726,0.48565099382962806,0.45798356735088613,0.41925283140207054,0.49400482273901997,0.44281725332839567
189,190,3800,10.62266667,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,276.65013347599995,549.4373337799999,627.2293337199999,706.6440003299999,1451.5186678899997,1785.1013342599997,0.43007214434357927,0.4921711774135313,0.4721144031433387,0.437917898323854,0.49935487269062223,0.4604034122333226
190,191,3700,8.566666667,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,170.86666668599997,295.800000034,352.56666670699997,417.60000004799997,776.733333422,1021.8333334549999,0.5064456360703163,0.5051975508270924,0.5059728278511239,0.4934209279267202,0.5094759238756054,0.5024823144086953
191,192,3900,6.664866667,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,79.60006667900001,135.89200002,167.205533357,198.843400029,346.37866672,461.286866737,0.5010143056759326,0.49285386453567387,0.5095628987147433,0.4989183359924918,0.48246306054286187,0.4816959711941904
192,193,4200,8.219716667,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,150.743566686,260.411100034,310.585716707,367.639200048,684.444633422,895.1965834550001,0.505800594665733,0.5034862580964599,0.5045828520060933,0.4917495270148975,0.508223927079933,0.4983382167098284
193,194,4300,10.22003333,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,259.417426524,495.48446621999994,580.52386628,666.78329967,1303.7522321099998,1673.16926574,0.45284888449276023,0.49839282308741645,0.49066456313528145,0.46400264798701807,0.5036460784156511,0.48457305682770263
194,195,3700,10.40635833,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,267.39213652399997,520.45201622,602.13756628,685.22947467,1372.13350711,1724.96761574,0.44214365264240607,0.4958873610408204,0.4820820322456961,0.45168158883016185,0.5020967027029296,0.47321765415341643
195,196,3800,9.119216667,9,10,196.0,340.0,405.0,480.0,892.0,1180.0,250.0,466.0,555.0,645.0,1223.0,1612.0,202.437700018,355.021300042,422.88250005,499.670750055,931.460716777,1231.501600144,0.4974276052620914,0.5026671210737451,0.5031166163700349,0.4894451232056487,0.5064997889468724,0.5020404360317124
196,197,3500,8.920041667000001,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,191.36241668600007,331.84425003400014,395.3250417070002,468.48600004800016,870.7310834220003,1150.8152084550006,0.5024201974165722,0.5020330635117819,0.5025453132975203,0.49033020774215763,0.5059070450376477,0.5012810235635269
197,198,3400,6.883316667000001,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,87.68271667900004,148.99900002000004,182.71548335700004,217.84855002900008,381.3306667200001,507.37981673700017,0.5009932100221879,0.49055620920982124,0.5054796228577308,0.4961969677804545,0.48216514394652327,0.4809680844446572
198,199,3300,4.56175,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,22.856524999999998,40.509875,51.0995,59.908249999999995,95.88425,133.68099999999998,0.44866981513134335,0.4582106019499261,0.4856727751181331,0.46879705289337337,0.4165241258072748,0.43536304733073977
199,200,3300,3.5765833330000003,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,10.016274997100002,17.513624994500006,23.531666660000006,27.837999992000007,39.91016665400001,57.86524998100002,0.40795502449554166,0.41102635878230775,0.46405471899716555,0.4519867115802948,0.35972102668569467,0.39101112070703875
200,201,3000,3.0047583330000003,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,5.041397497100003,8.078512494500005,12.095166660000006,14.114199992000007,18.18081665400001,25.271224981000017,0.3462847679399976,0.31974328228439575,0.40225806758949934,0.3864740191501863,0.276358018762804,0.2879877204295165
201,202,2800,4.084158333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,15.071780827900007,26.89851249050001,34.861383322000016,41.28217498700002,61.97524164300003,89.74256663600003,0.41225691699401745,0.4239544767617547,0.4616984921082247,0.4501399320529111,0.37514386286920404,0.40725562936565435
202,203,2900,2.901958333,2,3,0.0,1.4,2.0,2.0,2.0,3.0,5.0,8.0,12.0,14.0,18.0,25.0,4.509791665,7.352924997800001,11.01958333,12.823499996,16.431333328,22.843083326000002,0.34386981441522685,0.323061564076301,0.4068302212706118,0.38978555460962105,0.27725961555452294,0.28897317354965874
203,204,2700,5.3713,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,39.28249999999999,68.96589999999999,86.05019999999999,100.76319999999998,168.95689999999996,228.58109999999996,0.4723587697542639,0.4778535892107592,0.5009970937729475,0.48301031379260295,0.44959868505503275,0.45601424652027606
204,205,2500,5.193541667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,34.838541674999995,61.322291680999996,76.451250018,89.38666668799999,148.870208371,202.450625049,0.4634257896059569,0.47003066067493743,0.4923968668708839,0.47399587599909454,0.4382321783940469,0.44679117054695777
205,206,2400,4.366858333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,19.679790827899993,34.95546249049999,44.47318332199999,52.30747498699999,82.04694164299998,115.75096663599997,0.44037662727134935,0.4507195708462458,0.48185066029999785,0.46660472091209104,0.4062958778503354,0.42972798624083947
206,207,2300,5.212816667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,35.320416675000004,62.15111668100001,77.49210001800002,90.62026668800002,151.04828337100002,205.28405004900003,0.46464316895577124,0.47111860473646827,0.4935846300662361,0.47522651497746743,0.43972966862771495,0.4480373032376331
207,208,2600,6.973266667000001,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,91.01086667900003,154.39600002000003,189.10193335700006,225.67420002900008,395.7226667200001,526.3592667370001,0.5001445278588851,0.48890659634292827,0.5031630017168561,0.4943855545390896,0.4812485507410033,0.479898921041944
208,209,2400,9.851666667,9,10,196.0,340.0,405.0,480.0,892.0,1180.0,250.0,466.0,555.0,645.0,1223.0,1612.0,241.990000018,447.31000004199996,532.7500000499999,620.525000055,1173.901666777,1547.920000144,0.47160606826080953,0.5023173200659784,0.5027080992811627,0.48208413326155913,0.506279008001653,0.5004903469039269
209,210,2700,10.42135,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,268.03378000000004,522.4609,603.8766,686.71365,1377.6354500000002,1729.1353000000001,0.44129466536735096,0.4956561751247533,0.4813908225025417,0.4507091925954229,0.5019375566409825,0.4723167550883084
210,211,2900,7.1424583329999995,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,98.55308331799998,167.68158330599996,204.24862496899996,243.38549996399996,432.1955832579999,572.3157082389998,0.5040088490110832,0.4941296248125086,0.5057519265326865,0.49618569099948184,0.48913023155950425,0.4855890002264863
211,212,2700,5.000791667,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,30.019791674999993,53.034041680999984,66.04275001799998,77.05066668799998,127.08945837099996,174.11637504899994,0.44730368851039454,0.4553413717829765,0.47646435192543424,0.4576703689593767,0.4190642087086577,0.43042714372770474
212,213,2100,5.994525,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,54.86312500000001,95.76457500000001,119.70435000000002,140.64960000000002,239.38132500000003,320.19517500000006,0.47459953249915193,0.47735253252780985,0.5013801735690636,0.4850280503911074,0.45826138931217986,0.4595436579173474
213,214,2400,6.401441667,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,69.85334167900001,120.08650002000002,148.50235835700002,175.92542502900002,304.23066672000004,405.7041917370001,0.49620930260657914,0.491540699152797,0.5107654643098883,0.49818186418463106,0.4782521601565172,0.47813709506907376
214,215,2450,6.48925,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,73.10225,125.35500000000002,154.73675000000003,183.56475,318.28000000000003,424.23175000000003,0.4984921444811858,0.49255736410999074,0.5108948259733768,0.4989975936800341,0.48030063430889697,0.47994997343798695
215,216,2600,8.720866667000001,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,179.81026668600006,311.52840003400013,371.2248667070001,439.8048000480002,817.7505334220002,1078.1163334550004,0.5051805684389155,0.5043329896669748,0.5049863870133803,0.4925765204881326,0.5084277242776752,0.5025311724439983
216,217,2700,8.003408333,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,138.19768331399996,238.34764996599995,284.41240829299994,336.4907999519999,626.9066165779999,816.2440415449998,0.5023274711665131,0.4992115462256028,0.5005473486395671,0.48757446263763665,0.5042724667642123,0.4922337859448214
217,218,2500,7.879191667000001,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,132.44281668200003,228.09371669400005,272.76482503100004,322.95270003600007,598.6973167420001,780.8112417610002,0.504538724517613,0.500687788288335,0.5031122822317048,0.49044081553044633,0.5047189890127833,0.49348889356402603
218,219,2000,7.894183332999999,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,133.13243331799995,229.32303330599993,274.1590499689999,324.57179996399987,602.0854332579997,785.0538832389998,0.5042818499794205,0.5005237916313654,0.5028083865868156,0.4900967708586883,0.5046889821983417,0.49334889810701743
219,220,3000,8.204725,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,149.87404999999998,258.88194999999996,308.771725,365.4804,680.4568499999999,889.724625,0.5056446860011619,0.5032784748091959,0.5043906032343748,0.49154658734854006,0.5080375707654946,0.49801204152982764
220,221,3200,11.070275,11,12,292.8,600.0,671.0,744.0,1590.0,1890.0,320.0,710.0,750.0,780.0,1900.0,2000.0,294.71148000000005,607.7302500000001,676.551725,746.5299,1611.7852500000001,1897.73025,0.4047929285022883,0.48098806299212127,0.44993246215836535,0.4087564888095129,0.48991335322888047,0.43244967277277435
221,222,3400,10.01015,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,250.43442,467.36009999999993,556.1773999999999,646.0048499999999,1226.7250499999998,1614.8216999999997,0.46524675696938345,0.5002977493480004,0.5002799898545536,0.4784171108742183,0.5043276809869267,0.4977131801667047
222,223,3600,8.864358333,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,188.132783314,326.16454996600004,388.587358293,460.467599952,855.919316578,1130.490791545,0.5033078008424764,0.5027979733363718,0.5033479540282156,0.4910772868101608,0.5067318998325112,0.5017662415492974
223,224,3700,9.513283333,9,10,196.0,340.0,405.0,480.0,892.0,1180.0,250.0,466.0,555.0,645.0,1223.0,1612.0,223.71729998200001,404.67369995800004,481.99249995,564.6917499450001,1061.896783223,1401.7383998560001,0.48419395907156587,0.5046756585127501,0.5050920545955025,0.48720622644126943,0.5086023223827605,0.5033290504752752
224,225,4100,11.50075,11,12,292.8,600.0,671.0,744.0,1590.0,1890.0,320.0,710.0,750.0,780.0,1900.0,2000.0,306.42040000000003,655.0825,710.55925,762.027,1745.2325,1945.0825,0.37536197730797327,0.4623982496360403,0.42144738098070783,0.3721213193155034,0.4731100036916956,0.39530823207795107
225,226,3400,10.62480833,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,276.74179652400005,549.7243162200001,627.4777662800001,706.85602467,1452.30465711,1785.6967157400002,0.4299545362459932,0.49213052987645584,0.4720158477588934,0.43778445144468475,0.49932320060131635,0.46027852018389004
226,227,3600,10.39779167,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,267.02548347600003,519.30408378,601.14383372,684.38137533,1368.98954289,1722.58608426,0.4426296141443,0.49601758724868034,0.48247699715201453,0.4522384966136089,0.5021854480706606,0.47373330739500835
227,228,3200,10.157925,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,256.75919000000005,487.16195000000005,573.3193000000001,660.634575,1280.9584750000001,1655.90315,0.45648034559350326,0.4990649007603533,0.4935181247019077,0.46820815628211204,0.5039731203345907,0.48842315800694164
228,229,2800,10.023,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,250.9844,469.08199999999994,557.668,647.2769999999999,1231.4409999999998,1618.394,0.4644774450112758,0.5002121653313673,0.4996939420408368,0.4775179107544771,0.504321805325937,0.49689816098366607
229,230,2600,10.19433333,10,11,250.0,466.0,555.0,645.0,1223.0,1612.0,292.8,600.0,671.0,744.0,1590.0,1890.0,258.317466524,492.0406662199999,577.5426662799999,664.2389996699999,1294.3203321099998,1666.0246657399998,0.4543477430195477,0.498681412458959,0.4918459897695644,0.46573680850510757,0.503793560467384,0.48616227782885946
230,231,3000,9.042116667,9,10,196.0,340.0,405.0,480.0,892.0,1180.0,250.0,466.0,555.0,645.0,1223.0,1612.0,198.27430001800002,345.30670004200005,411.31750005000004,486.94925005500005,905.9406167770001,1198.1944001440002,0.4997665656514708,0.5015258918985575,0.5019823178801269,0.4892896892686764,0.5053319299999974,0.5010640998047962
231,232,3500,8.037675,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,140.18515000000002,241.84285,288.558675,341.4252,636.02155,828.751375,0.5030623063496596,0.5000812825030823,0.5013769462976969,0.48842392455680633,0.5050889110841414,0.4934114889527441
232,233,3700,4.799475,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,26.7314425,47.2850375,59.18215000000001,69.17952500000001,112.76272500000002,155.5517,0.4505596394546779,0.45924158689301176,0.4829821581584068,0.46482454816552576,0.4206023444207812,0.43498059318223087
233,234,4000,4.3604333330000005,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,19.575063327900008,34.77234999050001,44.254733322000014,52.05689998700002,81.59076664300004,115.15986663600005,0.43997227988708887,0.45034335829604055,0.4816064849199674,0.4664252262643344,0.4058255531505408,0.4294261835995606
234,235,3900,4.276908333,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,18.213605827899997,32.39188749049999,41.414883321999994,48.79942498699999,75.66049164299997,107.47556663599997,0.43382762083159687,0.4445750659197201,0.4776262272906657,0.4633589540317198,0.398810570518266,0.4247136684125234
235,236,3300,4.30475,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,18.667425000000005,33.18537500000001,42.36150000000001,49.88525000000001,77.63725000000002,110.03700000000003,0.43606547475118457,0.4466852358580882,0.47912526955588514,0.4645377696322103,0.40134112880701867,0.426453082742768
236,237,3500,3.606566667,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,10.2771300029,18.0083500055,24.13133334,28.557600008,41.049533346000004,59.574300019000006,0.40822636397106404,0.4121835943358254,0.4641100535801906,0.45220201625373035,0.3608391566248231,0.39260278459979986
237,238,3700,3.047591667,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,5.414047502899998,8.785262505499997,12.951833339999997,15.142200007999996,19.808483345999996,27.71272501899999,0.3564206202911976,0.33325991807037464,0.41284066222703897,0.3973848698306573,0.2885813233197772,0.3026810424702495
238,239,3200,5.390575,5,6,30.0,53.0,66.0,77.0,127.0,174.0,55.0,96.0,120.0,141.0,240.0,321.0,39.764375,69.794725,87.09105000000001,101.99680000000001,171.134975,231.41452500000003,0.47304229636278017,0.4784273453469778,0.5016372737708777,0.48369761908191994,0.450527002202842,0.4567322273341044
239,240,3800,6.114458332999999,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,59.234958320999965,102.86749997999995,128.12654164299994,150.9578749709999,258.3133332799998,345.1507082629998,0.48285330642577307,0.48317325657512955,0.5056927010581724,0.49054006653800863,0.46597238762310794,0.4667787968144673
240,241,4000,7.56865,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,118.1579,202.6293,243.88445,289.4142,528.5149,692.92795,0.5078302749652295,0.5018173230853575,0.5075167663443962,0.49585791503618143,0.5026773261759552,0.49409349122237983
241,242,4100,7.587925,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,119.04455000000002,204.20985000000002,245.67702500000001,291.4959,532.8710500000001,698.382775,0.5077518574459422,0.5018873738107349,0.5073609132559866,0.4956282395159025,0.502968012261249,0.4941977357933476
242,243,4300,6.919725,6,7,55.0,96.0,120.0,141.0,240.0,321.0,92.0,156.0,191.0,228.0,400.0,532.0,89.02982499999999,151.18349999999998,185.30047499999998,221.01607499999997,387.15599999999995,515.061975,0.5007028988532461,0.48993285245163387,0.5045817951714912,0.49550727788903476,0.48184440051785443,0.48058399548381486
243,244,4500,4.0820166669999995,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,15.036871672099991,26.837475009499986,34.78856667799998,41.198650012999984,61.82318335699997,89.54553336399997,0.41194976978258946,0.42365857860221257,0.4614596854999674,0.44993662473893764,0.37481276306250255,0.40700142292610564
244,245,4200,4.0349,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,14.268870000000005,25.49465000000001,33.18660000000001,39.361100000000015,58.47790000000003,85.21080000000003,0.40476443514823374,0.4167248506296181,0.45581224129280573,0.44510408612296165,0.3670969440867859,0.4010260977391783
245,246,4500,3.054016667,3,4,5.0,8.0,12.0,14.0,18.0,25.0,13.7,24.5,32.0,38.0,56.0,82.0,5.469945002899999,8.891275005499999,13.08033334,15.296400007999999,20.052633346,28.078950018999997,0.35783254989661584,0.33515716422541086,0.41431070427041855,0.3989033697748843,0.29029832675119105,0.3047494819978487
246,247,4400,2.439358333,2,3,0.0,1.4,2.0,2.0,2.0,3.0,5.0,8.0,12.0,14.0,18.0,25.0,2.1967916649999997,4.299764997799999,6.393583329999999,7.272299995999999,9.029733327999999,12.665883326,0.28201561799830166,0.3180655177338654,0.39741026150663344,0.37216683032041675,0.2565283979147601,0.26976462577435817
247,248,4300,4.0092,4,5,13.7,24.5,32.0,38.0,56.0,82.0,30.0,53.0,66.0,77.0,127.0,174.0,13.849959999999998,24.762199999999996,32.312799999999996,38.358799999999995,56.65319999999999,82.84639999999999,0.40048517671245004,0.41258623493494956,0.45240039801843207,0.44216516931335126,0.3625255404731552,0.3974447797874504
248,249,4600,7.525816667000001,7,8,92.0,156.0,191.0,228.0,400.0,532.0,138.0,238.0,284.0,336.0,626.0,815.0,116.18756668200004,199.11696669400007,239.9009500310001,284.7882000360001,518.8345667420002,680.8061167610002,0.507936994577464,0.5015867284722546,0.5077999049880394,0.4963108492021431,0.501944069643776,0.4937861068740364
249,250,4500,8.98215,8,9,138.0,238.0,284.0,336.0,626.0,815.0,196.0,340.0,405.0,480.0,892.0,1180.0,194.96470000000005,338.17930000000007,402.8401500000001,477.4296000000001,887.2519000000002,1173.4847500000003,0.5013328554365237,0.5010773630290124,0.5015490239897566,0.48939678552295623,0.5048860321571389,0.5006253772519463
